buyer_dea_no,buyer_state,buyer_county,lat,lon
FG2940686,VA,NEWPORT NEWS CITY,37.071749,-76.492758
BH9484572,VA,NEWPORT NEWS CITY,37.0703494,-76.4949318
BC7504764,VA,NEWPORT NEWS CITY,37.1053509,-76.4949397
BR5187566,VA,GLOUCESTER,37.2771775,-76.4999089
FW2399067,VA,GLOUCESTER,37.2759076,-76.5009931
BE5514814,VA,GLOUCESTER,37.2768836,-76.5016255
BR5514814,VA,GLOUCESTER,37.2768836,-76.5016255
BW5373826,VA,NEWPORT NEWS CITY,37.1185584,-76.5063687
BS6923165,VA,NEWPORT NEWS CITY,37.1197356,-76.50944
BF5768986,VA,GLOUCESTER,37.293902,-76.51157
FV1417523,VA,NEWPORT NEWS CITY,37.1047618,-76.5119247
FG3860562,VA,NEWPORT NEWS CITY,37.1438278,-76.5120447
AL6113815,VA,LANCASTER,37.7748421,-76.5129184
BW5989174,VA,NEWPORT NEWS CITY,37.1044661,-76.5130087
BF5768811,VA,NEWPORT NEWS CITY,37.1223957,-76.5139573
BW8332253,VA,NEWPORT NEWS CITY,37.1386284,-76.5189672
BE5514890,VA,NEWPORT NEWS CITY,37.1133812,-76.5197736
BR5514890,VA,NEWPORT NEWS CITY,37.1133812,-76.5197736
FV4903705,VA,NEWPORT NEWS CITY,37.137652,-76.5200098
AD5973501,VA,GLOUCESTER,37.409727,-76.520278
BD5011515,VA,NEWPORT NEWS CITY,37.1149275,-76.5203486
FP0676075,VA,NEWPORT NEWS CITY,37.1365327,-76.524629
BW5373802,VA,GLOUCESTER,37.4002475,-76.5275895
BK6894314,VA,NEWPORT NEWS CITY,37.1263768,-76.5324301
AD4927488,VA,NEWPORT NEWS CITY,37.126804,-76.533181
FW1726225,VA,NEWPORT NEWS CITY,37.1298527,-76.536454
AK6038005,VA,NEWPORT NEWS CITY,37.1321011,-76.5391694
BG6005715,VA,GLOUCESTER,37.4180247,-76.5457844
BR8891980,VA,NORTHUMBERLAND,37.9666967,-76.5630862
BE5536428,VA,SUFFOLK CITY,36.7384928,-76.5696241
BR5536428,VA,SUFFOLK CITY,36.7384928,-76.5696241
AM3511183,VA,MIDDLESEX,37.6359813,-76.5749277
BW5373751,VA,SUFFOLK CITY,36.7460445,-76.5803924
FW0468973,VA,SUFFOLK CITY,36.7755566,-76.5819641
BR8123818,VA,SUFFOLK CITY,36.7441869,-76.5823514
BS5676688,VA,SUFFOLK CITY,36.7283133,-76.5828783
AD6273041,VA,SUFFOLK CITY,36.7372279,-76.582999
FE2371590,NC,CARTERET,34.782428,-76.584602
BE5536430,VA,SUFFOLK CITY,36.7482064,-76.5853499
BR5536430,VA,SUFFOLK CITY,36.7482064,-76.5853499
BF5768164,VA,SUFFOLK CITY,36.749237,-76.5854728
BT0733558,VA,SUFFOLK CITY,36.7292637,-76.5882768
AR9546459,NC,CHOWAN,36.0738968,-76.594875
BR5944865,VA,ISLE OF WIGHT,36.95957,-76.60306
FV0568139,VA,ISLE OF WIGHT,36.95957,-76.60306
BF5768342,VA,ISLE OF WIGHT,36.9558401,-76.6036053
BE5536404,VA,ISLE OF WIGHT,36.9578867,-76.6040095
BR5536404,VA,ISLE OF WIGHT,36.9578867,-76.6040095
FW2124650,NC,CHOWAN,36.0694468,-76.6060243
AM1957882,NC,CHOWAN,36.0589349,-76.6085994
AH3199418,NC,CHOWAN,36.0581589,-76.6087916
AP9802136,NC,BEAUFORT,35.5517663,-76.624411
BK5358519,NC,BEAUFORT,35.5484219,-76.6302535
FW4251512,NC,BEAUFORT,35.5484219,-76.6302535
AO3172222,NC,BEAUFORT,35.5484224,-76.6319497
AS2352994,VA,ISLE OF WIGHT,36.9810895,-76.6329004
FS0656908,VA,ISLE OF WIGHT,36.9810895,-76.6329004
BE5536416,VA,SUFFOLK CITY,36.7245828,-76.6341865
BR5536416,VA,SUFFOLK CITY,36.7245828,-76.6341865
BE5296644,NC,CARTERET,34.7289522,-76.6386991
BR5296644,NC,CARTERET,34.7289522,-76.6386991
AR2980159,NC,CARTERET,34.7292779,-76.6408651
FT0946408,VA,JAMES CITY,37.2587468,-76.6417737
BM9492252,NC,CARTERET,34.7254215,-76.6467988
AB2045804,NC,CARTERET,34.7243068,-76.6471245
AW8986400,VA,JAMES CITY,37.2469112,-76.659455
AB3190080,NC,CARTERET,34.7172462,-76.666052
BE5536733,VA,JAMES CITY,37.2699314,-76.6758317
BR5536733,VA,JAMES CITY,37.2699314,-76.6758317
BC6044767,VA,JAMES CITY,37.2684589,-76.6776813
BF5768366,VA,JAMES CITY,37.2739526,-76.6783912
FH1698123,VA,JAMES CITY,37.2486605,-76.6866582
FH4730772,VA,JAMES CITY,37.2486605,-76.6866582
FW4401737,NC,PAMLICO,35.0382707,-76.6906797
FD2671306,NC,PAMLICO,35.0314356,-76.6933791
AS6400787,VA,JAMES CITY,37.2737568,-76.7153072
AK3166560,VA,JAMES CITY,37.2882406,-76.7190417
FW0199059,VA,JAMES CITY,37.2830766,-76.7191175
AW2353972,VA,JAMES CITY,37.2806127,-76.7239666
AP7564304,VA,JAMES CITY,37.2920893,-76.7247237
AM7240803,NC,CARTERET,34.7227202,-76.7260678
AW3198745,NC,WASHINGTON,35.862298,-76.7312311
BC6605565,VA,JAMES CITY,37.2551081,-76.7317583
FW0061490,NC,CARTERET,34.7234345,-76.7332012
AR8584903,VA,JAMES CITY,37.2520542,-76.7351351
AT8584903,VA,JAMES CITY,37.2520542,-76.7351351
BU9995727,VA,JAMES CITY,37.338865,-76.7363046
BW8127828,VA,JAMES CITY,37.3454926,-76.7374398
BR2213837,VA,JAMES CITY,37.316973,-76.737504
AW5654810,VA,ISLE OF WIGHT,36.807878,-76.7422643
BE5298511,NC,CARTERET,34.7243395,-76.7429406
BR5298511,NC,CARTERET,34.7243395,-76.7429406
FW4251219,NC,WASHINGTON,35.8590104,-76.7452401
BK5369207,NC,WASHINGTON,35.8590548,-76.745264
BC9245196,NC,CARTERET,34.7278029,-76.7485765
BO1156769,VA,JAMES CITY,37.3067554,-76.7508308
FW4147991,VA,JAMES CITY,37.2755558,-76.7512365
BE5296620,NC,CARTERET,34.699831,-76.751351
BR5296620,NC,CARTERET,34.699831,-76.751351
FW1787235,NC,WASHINGTON,35.8545779,-76.752003
BT8460608,NC,GATES,36.4081293,-76.7534589
BC7019828,NC,CARTERET,34.727506,-76.756248
AM2517247,NC,CARTERET,34.7281731,-76.7573229
AG8731639,NC,GATES,36.4370987,-76.7575257
FG1817230,VA,JAMES CITY,37.2726677,-76.7583598
BU6073388,VA,JAMES CITY,37.2724675,-76.7584987
BT6044717,VA,JAMES CITY,37.2712476,-76.7610891
FF1851890,VA,JAMES CITY,37.278408,-76.76132
FE0098865,VA,JAMES CITY,37.2697166,-76.7620337
FR0098865,VA,JAMES CITY,37.2697166,-76.7620337
BJ9020417,VA,JAMES CITY,37.2398524,-76.7622173
BE5536721,VA,JAMES CITY,37.2509781,-76.7641473
BF9388112,VA,JAMES CITY,37.2509781,-76.7641473
BR5536721,VA,JAMES CITY,37.2509781,-76.7641473
BF5768861,VA,JAMES CITY,37.3733153,-76.7730031
FV2883569,VA,JAMES CITY,37.3722237,-76.7774282
BB5680651,NC,PAMLICO,35.143976,-76.781032
FB2315352,NC,PAMLICO,35.143976,-76.781032
BR4230479,VA,RICHMOND,37.9648603,-76.78268
BO9064394,NC,BEAUFORT,35.3015766,-76.7880205
BK6488844,NC,CARTERET,34.7328345,-76.7898831
FK0444163,NC,CARTERET,34.7328345,-76.7898831
AR7979620,NC,CARTERET,34.7358245,-76.7953681
BW7467372,VA,KING WILLIAM,37.5371404,-76.7973193
FW1345152,NC,CARTERET,34.735648,-76.797937
AR3045968,VA,KING WILLIAM,37.5375825,-76.7998371
BC8603599,NC,CARTERET,34.7351556,-76.8092475
BW5431046,NC,CARTERET,34.7351166,-76.810825
BR8891992,VA,WESTMORELAND,38.0943295,-76.828173
FP2316001,NC,PAMLICO,35.142559,-76.832322
AR2496253,VA,SURRY,37.1381311,-76.8335187
FW4479932,NC,PAMLICO,35.1438228,-76.8357301
BR4012566,NC,PAMLICO,35.1408084,-76.8435817
FT2267157,VA,ESSEX,37.9256259,-76.8597358
AT5404099,VA,ESSEX,37.9307184,-76.8625933
BW5373799,VA,ESSEX,37.9046541,-76.863282
BE5537519,VA,ESSEX,37.9020973,-76.8660538
BR5537519,VA,ESSEX,37.9020973,-76.8660538
BF4059196,NC,CARTERET,34.7889634,-76.8696905
FW4479906,NC,CARTERET,34.7758725,-76.8729347
BO9986386,NC,CARTERET,34.7890608,-76.8775997
FH0012790,NC,CRAVEN,34.8616883,-76.8983767
BK4355803,NC,CRAVEN,34.8831568,-76.9119474
BR4355803,NC,CRAVEN,34.8831568,-76.9119474
BP2159300,VA,FRANKLIN CITY,36.6799615,-76.925167
AR2897190,NC,CRAVEN,34.911134,-76.9364433
BE5537494,VA,FRANKLIN CITY,36.6724114,-76.9379738
BR5537494,VA,FRANKLIN CITY,36.6724114,-76.9379738
FW0650778,NC,CRAVEN,34.9130662,-76.9389264
AD5937808,VA,FRANKLIN CITY,36.6721272,-76.9391443
FW0329905,VA,FRANKLIN CITY,36.6721272,-76.9391443
AP8530215,NC,BERTIE,35.9970909,-76.9501279
FF0695912,VA,FRANKLIN CITY,36.6660435,-76.9518834
BW6172364,VA,FRANKLIN CITY,36.6690174,-76.9550736
BK5369295,NC,BERTIE,36.0076621,-76.9562884
BW5431452,NC,HERTFORD,36.150133,-76.9602489
BR2613277,VA,WESTMORELAND,38.2539627,-76.9777175
BE7605201,NC,HERTFORD,36.2765915,-76.9779425
BR7605201,NC,HERTFORD,36.2765915,-76.9779425
BM4203662,NC,HERTFORD,36.2768898,-76.9793641
FW3678274,NC,HERTFORD,36.2761138,-76.9796526
FN1718886,VA,NEW KENT,37.5142309,-76.9859158
BW3529623,VA,SUSSEX,36.96825,-76.9893188
FR4251942,NC,HERTFORD,36.2975743,-76.9922525
BD7204364,NC,HERTFORD,36.2864308,-76.9931524
BR8516811,NC,CRAVEN,35.1186257,-77.0077205
BK5369346,NC,BEAUFORT,35.546944,-77.030973
BT2517742,NC,CRAVEN,35.0826917,-77.0333728
BF7841910,NC,BEAUFORT,35.5488906,-77.035787
FW0135663,NC,BEAUFORT,35.5481585,-77.0390854
AB3198783,NC,CRAVEN,35.1062148,-77.0397264
AR5220239,NC,BEAUFORT,35.5476503,-77.0402099
BE5537040,VA,NEW KENT,37.4434444,-77.0415593
BR5537040,VA,NEW KENT,37.4434444,-77.0415593
BR1369392,NC,CARTERET,34.6639287,-77.0417564
BJ9484217,VA,ALEXANDRIA CITY,38.8137028,-77.0434034
FH4891974,VA,ALEXANDRIA CITY,38.8124775,-77.0439431
BC5146813,VA,ALEXANDRIA CITY,38.805319,-77.0450259
FW0608616,VA,ALEXANDRIA CITY,38.8051597,-77.0464169
AA9162873,VA,ALEXANDRIA CITY,38.8021776,-77.0478674
AP8315752,VA,ALEXANDRIA CITY,38.8007095,-77.0483059
AR8939209,NC,MARTIN,35.8488254,-77.048728
BT5557799,VA,ALEXANDRIA CITY,38.8342911,-77.049619
AD2357247,VA,ARLINGTON,38.8538574,-77.04979
BS6419039,VA,ALEXANDRIA CITY,38.8390144,-77.0501818
BE8592289,NC,MARTIN,35.8485586,-77.0507346
BR8592289,NC,MARTIN,35.8485586,-77.0507346
AD6905220,VA,ARLINGTON,38.858793,-77.0510119
BS2399790,NC,CRAVEN,35.1084545,-77.0513418
FH0396021,VA,ARLINGTON,38.8421491,-77.0516341
FH4206000,VA,ARLINGTON,38.8421491,-77.0516341
FH4827866,VA,ARLINGTON,38.8421491,-77.0516341
BC6598962,VA,ARLINGTON,38.8521338,-77.0526782
FM4101870,NC,BEAUFORT,35.5463518,-77.0533204
BK1106512,VA,KING GEORGE,38.3527586,-77.053997
BC3878228,NC,MARTIN,35.8438819,-77.0542313
BC6664420,VA,ARLINGTON,38.870876,-77.054356
BC8425034,NC,MARTIN,35.8556718,-77.0545125
AP2493384,VA,ALEXANDRIA CITY,38.8204861,-77.0547823
AD5569681,VA,FAIRFAX,38.7409714,-77.0559966
FW4605486,VA,ALEXANDRIA CITY,38.8204108,-77.0572929
BD3912967,VA,ARLINGTON,38.864512,-77.0573625
BC7504853,VA,ARLINGTON,38.8614867,-77.0575257
FW2782274,VA,KING GEORGE,38.3519188,-77.0575257
BS3086798,VA,FAIRFAX,38.7434906,-77.0576236
FV3385401,VA,ARLINGTON,38.8615586,-77.0581969
BK4355536,NC,BEAUFORT,35.5592702,-77.058705
BR4355536,NC,BEAUFORT,35.5592702,-77.058705
FN1420099,VA,ALEXANDRIA CITY,38.825609,-77.0587175
FC1276357,NC,MARTIN,35.8442709,-77.0597351
AP5857478,VA,FAIRFAX,38.7765495,-77.061933
BH7267897,VA,ARLINGTON,38.8654845,-77.0623131
FH4730479,VA,ARLINGTON,38.8654845,-77.0623131
FE0722288,NC,BEAUFORT,35.5522626,-77.0625176
BP0144989,VA,ALEXANDRIA CITY,38.8403374,-77.0625505
BW5431301,NC,MARTIN,35.8339936,-77.0627425
BE7637107,VA,ARLINGTON,38.8625037,-77.0631691
BR7637107,VA,ARLINGTON,38.8625037,-77.0631691
BW5431034,NC,BEAUFORT,35.5598109,-77.063466
AD1201639,NC,CRAVEN,35.111651,-77.065156
BR9942776,NC,ONSLOW,34.6929239,-77.0668457
BW9154004,NC,CRAVEN,35.111788,-77.0669565
BE5298559,NC,CRAVEN,35.1116069,-77.0670146
BR5298559,NC,CRAVEN,35.1116069,-77.0670146
BC8384290,NC,ONSLOW,34.6916279,-77.0672226
FW0659120,NC,ONSLOW,34.690213,-77.0676442
BM8708692,NC,CRAVEN,35.1101717,-77.0687909
BG6432392,VA,ARLINGTON,38.8457062,-77.0688683
AP3260368,VA,ARLINGTON,38.8944868,-77.0703873
AD9311212,VA,ARLINGTON,38.895737,-77.0718712
AC8726640,NC,MARTIN,35.8409236,-77.0721431
BS1220982,VA,ARLINGTON,38.8952123,-77.0754236
BC6731182,VA,ARLINGTON,38.8948868,-77.0760967
FW2293443,VA,FAIRFAX,38.780007,-77.0766457
AS7965087,VA,FAIRFAX,38.7433863,-77.077417
BE6804404,VA,FAIRFAX,38.7826616,-77.0780766
BR6804404,VA,FAIRFAX,38.7826616,-77.0780766
FQ2605220,VA,FAIRFAX,38.7370743,-77.0786611
BP3470402,VA,FAIRFAX,38.7826145,-77.080451
BR5409126,VA,FAIRFAX,38.7725689,-77.0805946
FW1149055,VA,FAIRFAX,38.7716138,-77.0806845
BS9670983,VA,FAIRFAX,38.7556514,-77.0814489
AT2988307,NC,CRAVEN,35.120649,-77.0822332
FW1036347,VA,FAIRFAX,38.7500499,-77.0824381
BT8510073,VA,FAIRFAX,38.7755817,-77.0825165
BR8036938,NC,CRAVEN,35.1053241,-77.0832671
AM2353528,VA,ARLINGTON,38.8479726,-77.0836746
BG3522629,VA,FAIRFAX,38.770805,-77.0838769
BC4259695,VA,ALEXANDRIA CITY,38.8073005,-77.0842917
BG7190628,VA,ALEXANDRIA CITY,38.8090499,-77.0843266
BG3522960,VA,ARLINGTON,38.8638633,-77.0846768
BC4259544,VA,FAIRFAX,38.7586989,-77.084956
BC7971927,VA,ARLINGTON,38.8910045,-77.085093
BC5219325,VA,ARLINGTON,38.8633636,-77.0853607
AP2493168,VA,ALEXANDRIA CITY,38.8291443,-77.08553
BE6588226,VA,ARLINGTON,38.8619584,-77.0864398
BR6588226,VA,ARLINGTON,38.8619584,-77.0864398
BW5431161,NC,CRAVEN,35.1009868,-77.0864848
BS6514360,VA,FAIRFAX,38.750903,-77.086621
FJ4613596,VA,ARLINGTON,38.8618614,-77.087162
BP0794392,NC,CRAVEN,35.1240761,-77.0871926
BW5374361,VA,FAIRFAX,38.7437843,-77.0875639
FC4065973,VA,FAIRFAX,38.741853,-77.0875639
FW4363076,NC,CRAVEN,35.1253389,-77.0889127
BS0740375,VA,ALEXANDRIA CITY,38.8275476,-77.0894522
FH0531598,VA,ARLINGTON,38.8413817,-77.0900052
FH4730607,VA,ARLINGTON,38.8413817,-77.0900052
AD2356978,VA,ALEXANDRIA CITY,38.8281707,-77.0907111
BC7117042,NC,BEAUFORT,35.5082412,-77.0910483
FW1387667,VA,ARLINGTON,38.8892593,-77.0925095
AC7485419,NC,HERTFORD,36.4420022,-77.0928243
AR2102870,NC,CRAVEN,35.0985513,-77.0940831
AW2492611,VA,SUSSEX,37.0360466,-77.0956342
BC5657056,VA,ARLINGTON,38.8869322,-77.0961063
BT5026011,NC,CRAVEN,35.1019831,-77.0963609
BR5680675,NC,CRAVEN,35.0938827,-77.0967798
AP3511032,VA,ARLINGTON,38.8964614,-77.0969605
FR4331992,NC,CRAVEN,35.0944199,-77.0974205
BM4469931,NC,CRAVEN,35.1054583,-77.0977697
BH5086663,NC,CRAVEN,35.1008751,-77.0979945
FH4563044,NC,CRAVEN,35.1008751,-77.0979945
BE6100755,VA,ARLINGTON,38.8955486,-77.0981294
BR6100755,VA,ARLINGTON,38.8955486,-77.0981294
FW2052859,VA,ARLINGTON,38.8955486,-77.0981294
BE9145411,NC,CRAVEN,35.0990953,-77.0995231
BR9145411,NC,CRAVEN,35.0990953,-77.0995231
AD2357172,VA,FAIRFAX,38.7340617,-77.099568
FA4250128,VA,FAIRFAX,38.7320796,-77.102374
BR1345518,VA,ARLINGTON,38.859439,-77.102707
BG3522958,VA,ARLINGTON,38.8856093,-77.1029398
BG3576608,VA,ARLINGTON,38.8733888,-77.1053224
FA1899218,VA,ALEXANDRIA CITY,38.8218315,-77.1054584
BS0849591,VA,ARLINGTON,38.8968505,-77.1058169
AR2629597,NC,HERTFORD,36.4428553,-77.1070756
AK5881847,VA,KING WILLIAM,37.7804731,-77.1073903
FQ2707199,VA,ARLINGTON,38.8817531,-77.1074926
AP3508213,VA,ALEXANDRIA CITY,38.8289971,-77.109593
BH7413595,VA,ARLINGTON,38.8765769,-77.1097729
FH4730493,VA,ARLINGTON,38.8765769,-77.1097729
AD2356942,VA,ALEXANDRIA CITY,38.8128665,-77.1101774
BP2921624,VA,ARLINGTON,38.8793846,-77.1107787
FH0011382,VA,ALEXANDRIA CITY,38.8127811,-77.1126498
FH4730544,VA,ALEXANDRIA CITY,38.8127811,-77.1126498
BM8220129,VA,ALEXANDRIA CITY,38.8361093,-77.1128296
AP2493257,VA,ARLINGTON,38.85598,-77.113414
AA3198579,NC,BERTIE,36.2295461,-77.1139095
FT4898207,VA,ALEXANDRIA CITY,38.8457995,-77.1159538
AP2493118,VA,FAIRFAX,38.847382,-77.117517
BT7421198,VA,FAIRFAX,38.8444414,-77.1185809
BG3522833,VA,FAIRFAX,38.8498795,-77.1188531
BC6038916,VA,ALEXANDRIA CITY,38.8126551,-77.1190778
BC4151659,VA,FAIRFAX,38.7238282,-77.1201879
FC3306861,VA,ALEXANDRIA CITY,38.8110621,-77.1212253
FM4809008,VA,ALEXANDRIA CITY,38.8110621,-77.1212253
BS3964295,VA,FAIRFAX,38.724383,-77.1213703
AP2493221,VA,ARLINGTON,38.8984942,-77.1223142
BS3453862,VA,FAIRFAX,38.7840449,-77.122449
BR4538938,VA,ARLINGTON,38.8975145,-77.1226271
AD2357045,VA,FAIRFAX,38.7852361,-77.1226738
FL4040793,VA,ALEXANDRIA CITY,38.8132291,-77.1227336
BS3453850,VA,ARLINGTON,38.8779636,-77.1236177
FB2875207,VA,FAIRFAX,38.851768,-77.124893
AP5673238,VA,ALEXANDRIA CITY,38.8306436,-77.1257714
BT2380145,VA,ARLINGTON,38.8767263,-77.1278203
BS4233045,VA,FAIRFAX,38.8535748,-77.1289214
FW0171784,NC,ONSLOW,34.6938246,-77.1298653
AS6217524,NC,ONSLOW,34.694009,-77.130366
BP0373516,VA,ARLINGTON,38.8966681,-77.1311238
BG3522718,VA,ALEXANDRIA CITY,38.8069601,-77.131798
BB9186289,VA,ALEXANDRIA CITY,38.8131504,-77.1325171
AP9060764,VA,ALEXANDRIA CITY,38.8114669,-77.1336407
BS0740325,VA,ALEXANDRIA CITY,38.8100873,-77.1338056
BW5374347,VA,FAIRFAX,38.7692966,-77.1362041
BG4953382,VA,FAIRFAX,38.7728202,-77.1371912
BH7707702,VA,ARLINGTON,38.8970142,-77.1374609
FH4730443,VA,ARLINGTON,38.8970142,-77.1374609
FF1617159,NC,ONSLOW,34.6976091,-77.1383329
BL3027198,VA,ARLINGTON,38.8958349,-77.1383418
AD2356930,VA,FAIRFAX,38.8547272,-77.1383753
FC0832748,VA,FAIRFAX,38.8547272,-77.1383753
BS3026639,VA,ARLINGTON,38.8968233,-77.1393485
BG3522807,VA,FAIRFAX,38.7538319,-77.1400676
FN2846953,VA,ARLINGTON,38.8740398,-77.14009
AD2356916,VA,ARLINGTON,38.8853183,-77.1404046
BS6649935,VA,FAIRFAX,38.8184827,-77.1408536
BE8638198,VA,FAIRFAX,38.855677,-77.1409215
BR8638198,VA,FAIRFAX,38.855677,-77.1409215
BS7557044,VA,FAIRFAX,38.7699929,-77.1414158
BT7971561,VA,FAIRFAX,38.8681122,-77.1420097
BS0740402,VA,FAIRFAX,38.8697168,-77.1445068
FS2223826,VA,FAIRFAX,38.8697168,-77.1445068
AK5856589,VA,KING GEORGE,38.2643594,-77.1449312
AP1763918,VA,FAIRFAX,38.8698237,-77.1465991
FV2406898,VA,KING GEORGE,38.2381258,-77.149505
AD2357209,VA,FAIRFAX,38.919988,-77.1497409
BS0922535,VA,FAIRFAX,38.9203492,-77.1499207
BC6074633,VA,FAIRFAX,38.7817479,-77.1505386
BS6438419,VA,FAIRFAX,38.8686644,-77.1510714
AV8189373,NC,CRAVEN,35.2992739,-77.152377
BS7314507,VA,FAIRFAX,38.7663179,-77.1531855
BF8139734,VA,FAIRFAX,38.8737102,-77.1536859
BR2429276,VA,FAIRFAX,38.7643639,-77.1543774
BH7305837,VA,FAIRFAX,38.8357702,-77.1553816
FH4730683,VA,FAIRFAX,38.8357702,-77.1553816
FM4506258,VA,FAIRFAX,38.8703414,-77.1555491
AP7786570,VA,ARLINGTON,38.9001777,-77.1561108
BM4504432,VA,FAIRFAX,38.8709163,-77.157306
BA7761922,VA,FAIRFAX,38.795503,-77.1649137
BC6525212,VA,FAIRFAX,38.7412498,-77.1653726
AK3125564,VA,FALLS CHURCH CITY,38.8837819,-77.1696805
AT1319981,VA,FALLS CHURCH CITY,38.8832876,-77.1707741
AD2356992,VA,FALLS CHURCH CITY,38.8796157,-77.17173
BP3691688,VA,FALLS CHURCH CITY,38.8832288,-77.1719271
BC5648829,VA,FAIRFAX,38.8692826,-77.1729156
BT7653769,VA,FAIRFAX,38.7760103,-77.1739071
FW4951516,VA,FAIRFAX,38.868935,-77.175207
AD2357033,VA,FAIRFAX,38.9399485,-77.1755664
BS3263124,VA,FAIRFAX,38.9394871,-77.1757461
FM2882290,VA,FAIRFAX,38.9358958,-77.1766447
FB0765555,VA,FALLS CHURCH CITY,38.8867198,-77.1773186
AK2753994,VA,FAIRFAX,38.7763258,-77.1780824
BM8839358,VA,FAIRFAX,38.9344074,-77.1800367
AP2493663,VA,FAIRFAX,38.9331108,-77.1801041
BG3522605,VA,FAIRFAX,38.9328446,-77.1804472
FM2494083,VA,FAIRFAX,38.9363105,-77.1807331
BM5129829,VA,FAIRFAX,38.9303313,-77.1818113
FM3148411,VA,FAIRFAX,38.930321,-77.181849
BG8429210,VA,FAIRFAX,38.8127497,-77.1853283
BE7603966,VA,FALLS CHURCH CITY,38.8911173,-77.1854503
BR7603966,VA,FALLS CHURCH CITY,38.8911173,-77.1854503
AP2493536,VA,FALLS CHURCH CITY,38.8984549,-77.1855276
FB1174616,VA,NEW KENT,37.5088564,-77.1858097
FA4694419,VA,FAIRFAX,38.8295763,-77.1860118
BK0863628,VA,FAIRFAX,38.8305671,-77.1878762
BG6515209,VA,FALLS CHURCH CITY,38.8948874,-77.1888497
BN1797298,VA,FAIRFAX,38.828205,-77.1890442
FN4352984,VA,FAIRFAX,38.828205,-77.1890442
BG3522617,VA,FAIRFAX,38.7799312,-77.189865
AP3511044,VA,FAIRFAX,38.7793227,-77.1899365
BG3522592,VA,FAIRFAX,38.8305262,-77.1920676
BE5537088,VA,NEW KENT,37.5103656,-77.1935392
BR5537088,VA,NEW KENT,37.5103656,-77.1935392
AP2493156,VA,FAIRFAX,38.8295276,-77.1937162
FW4401535,VA,FAIRFAX,38.8307375,-77.1948392
FG0708492,VA,FAIRFAX,38.8647179,-77.1955064
BC8079522,VA,FAIRFAX,38.7395435,-77.1968606
AR9560435,VA,FAIRFAX,38.8751663,-77.1980286
BS3368520,VA,FAIRFAX,38.8756934,-77.1980735
BP2460929,VA,FAIRFAX,38.8645049,-77.1981057
BT6414320,VA,SOUTHAMPTON,36.5838648,-77.1986227
FS1151579,VA,FAIRFAX,38.832325,-77.2008136
FS1271814,VA,FAIRFAX,38.9228596,-77.2016564
BR2461654,VA,FAIRFAX,38.832515,-77.2018018
BM7585992,VA,FAIRFAX,38.7673995,-77.2020073
FW3566203,VA,FAIRFAX,38.7066178,-77.2052605
BR1881918,VA,FAIRFAX,38.70415,-77.209107
BK9741756,VA,FAIRFAX,38.7147786,-77.2126383
FK3004948,VA,FAIRFAX,38.7147786,-77.2126383
BG3522732,VA,FAIRFAX,38.7404206,-77.2127614
AP2493637,VA,FAIRFAX,38.8250473,-77.2141987
BS9685059,VA,FAIRFAX,38.7029976,-77.2196328
AD2357146,VA,FAIRFAX,38.8094196,-77.2226422
BI5337109,VA,FAIRFAX,38.8540533,-77.2235404
FA4344759,VA,FAIRFAX,38.8717697,-77.2238997
FS0480599,VA,FAIRFAX,38.8717697,-77.2238997
FR2523365,NC,JONES,34.998446,-77.224214
FK3348136,VA,FAIRFAX,38.9294581,-77.2245845
BA9395701,NC,JONES,34.9990349,-77.225012
FM3858442,VA,FAIRFAX,38.8737491,-77.2252694
AP2493372,VA,FAIRFAX,38.8669769,-77.2262989
FV4243399,VA,FAIRFAX,38.9147399,-77.2263798
FI4369662,VA,FAIRFAX,38.8576978,-77.2270133
FH1197525,VA,FAIRFAX,38.9301455,-77.2274924
FH4730708,VA,FAIRFAX,38.9301455,-77.2274924
BP9581681,VA,FAIRFAX,38.8573831,-77.2280784
FT3498905,VA,FAIRFAX,38.8730895,-77.2295126
FI4172879,VA,FAIRFAX,38.8573665,-77.2296342
AT3189582,NC,NORTHAMPTON,36.4374104,-77.2297128
AT9172557,VA,FAIRFAX,38.7822014,-77.2322206
BG3522679,VA,FAIRFAX,38.7808237,-77.2324323
BP8228442,VA,FAIRFAX,38.9139043,-77.233061
AP2493106,VA,FAIRFAX,38.7805908,-77.2331638
FQ2619445,VA,FAIRFAX,38.8637246,-77.2339591
FD2244414,VA,FAIRFAX,38.8669829,-77.2347225
BE8602016,VA,FAIRFAX,38.8743283,-77.2353961
BR8602016,VA,FAIRFAX,38.8743283,-77.2353961
FW1626538,VA,FAIRFAX,38.7799467,-77.2358251
BF4283317,VA,FAIRFAX,38.877101,-77.237353
BP8150663,VA,FAIRFAX,38.8644005,-77.2400662
FA4343581,VA,FAIRFAX,38.8644005,-77.2400662
BC3387114,VA,FAIRFAX,38.8880023,-77.2438259
BC4259532,VA,FAIRFAX,38.838416,-77.2449158
FW4027290,VA,FAIRFAX,38.929785,-77.2453544
AP2493461,VA,PRINCE WILLIAM,38.6582761,-77.2504386
AV6052740,NC,MARTIN,35.823945,-77.253108
AP2493423,VA,FAIRFAX,38.8098671,-77.2532224
BG3522631,VA,PRINCE WILLIAM,38.650613,-77.2558714
BC6305254,VA,FAIRFAX,38.727736,-77.2567694
AP2493473,VA,FAIRFAX,38.904862,-77.2587449
FW3965641,VA,PRINCE WILLIAM,38.6491535,-77.2601815
